Country Name,Indicator Name,Year,Observation Value,Nature,Obs_Status,Date Updated,Country Files,Footnote,Continent
Ghana,Beach litter count per km2 of coastline,2020,152134672.0,C,A,2022-05-19,-,-,Africa
Greece,Beach litter count per km2 of coastline,2015,2866050.8,E,A,2022-05-19,-,-,Europe
Greece,Beach litter count per km2 of coastline,2016,1806335.0,E,A,2022-05-19,-,-,Europe
Greece,Beach litter count per km2 of coastline,2017,1039324.5,E,A,2022-05-19,-,-,Europe
Greece,Beach litter count per km2 of coastline,2018,1432934.9,E,A,2022-05-19,-,-,Europe
Greece,Beach litter count per km2 of coastline,2019,15157.6,E,A,2022-05-19,-,-,Europe
Greece,Beach litter count per km2 of coastline,2021,293333.8,E,A,2024-04-30,-,-,Europe
Greece,Beach litter count per km2 of coastline,2022,143585.9,E,A,2024-04-30,-,-,Europe
Grenada,Beach litter count per km2 of coastline,2016,400159.1,E,A,2022-05-19,-,-,North America
Grenada,Beach litter count per km2 of coastline,2017,592911.0,E,A,2022-05-19,-,-,North America
Grenada,Beach litter count per km2 of coastline,2018,3625093.2,E,A,2022-05-19,-,-,North America
Guatemala,Beach litter count per km2 of coastline,2016,4017752.7,E,A,2022-05-19,-,-,North America
Guatemala,Beach litter count per km2 of coastline,2017,10803669.5,E,A,2022-05-19,-,-,North America
Guatemala,Beach litter count per km2 of coastline,2018,250689.2,E,A,2022-05-19,-,-,North America
Guatemala,Beach litter count per km2 of coastline,2021,169803.4,E,A,2024-04-30,-,-,North America
Guatemala,Beach litter count per km2 of coastline,2022,1000000.0,E,A,2024-04-30,-,-,North America
Guyana,Beach litter count per km2 of coastline,2016,2985315.8,E,A,2022-05-19,-,-,South America
Guyana,Beach litter count per km2 of coastline,2017,1557775.0,E,A,2022-05-19,-,-,South America
Guyana,Beach litter count per km2 of coastline,2018,4524475.2,E,A,2022-05-19,-,-,South America
Guyana,Beach litter count per km2 of coastline,2021,174100.8,E,A,2024-04-30,-,-,South America
Honduras,Beach litter count per km2 of coastline,2022,722831.2,E,A,2024-04-30,-,-,North America
Hungary,Beach litter count per km2 of coastline,2021,15392.7,E,A,2024-04-30,-,-,Europe
Iceland,Beach litter count per km2 of coastline,2018,475911.3,E,A,2022-05-19,-,-,Europe
Iceland,Beach litter count per km2 of coastline,2021,364162.8,E,A,2024-04-30,-,-,Europe
Iceland,Beach litter count per km2 of coastline,2022,342062.6,E,A,2024-04-30,-,-,Europe
India,Beach litter count per km2 of coastline,2016,883221.8,E,A,2022-05-19,-,-,Asia
India,Beach litter count per km2 of coastline,2017,916968.6,E,A,2022-05-19,-,-,Asia
India,Beach litter count per km2 of coastline,2018,172808.8,E,A,2022-05-19,-,-,Asia
India,Beach litter count per km2 of coastline,2021,1110015.5,E,A,2024-04-30,-,-,Asia
India,Beach litter count per km2 of coastline,2022,183680.5,E,A,2024-04-30,-,-,Asia
Indonesia,Beach litter count per km2 of coastline,2016,2090664.3,E,A,2022-05-19,-,-,Asia
Indonesia,Beach litter count per km2 of coastline,2017,1539910.7,E,A,2022-05-19,-,-,Asia
Indonesia,Beach litter count per km2 of coastline,2018,508550.9,E,A,2022-05-19,-,-,Asia
Indonesia,Beach litter count per km2 of coastline,2021,757198.3,E,A,2024-04-30,-,-,Asia
Indonesia,Beach litter count per km2 of coastline,2022,32501.2,E,A,2024-04-30,-,-,Asia
Iran (Islamic Republic of),Beach litter count per km2 of coastline,2021,897538.4,E,A,2024-04-30,-,-,Asia
Ireland,Beach litter count per km2 of coastline,2015,16667.3,E,A,2022-05-19,-,-,Europe
Ireland,Beach litter count per km2 of coastline,2016,123358.9,E,A,2022-05-19,-,-,Europe
Ireland,Beach litter count per km2 of coastline,2017,293877.0,E,A,2022-05-19,-,-,Europe
Ireland,Beach litter count per km2 of coastline,2018,23512.0,E,A,2022-05-19,-,-,Europe
Ireland,Beach litter count per km2 of coastline,2019,440.0,E,A,2022-05-19,-,-,Europe
Ireland,Beach litter count per km2 of coastline,2021,307597.0,E,A,2024-04-30,-,-,Europe
Ireland,Beach litter count per km2 of coastline,2022,256994.4,E,A,2024-04-30,-,-,Europe
Israel,Beach litter count per km2 of coastline,2015,221205.2,E,A,2022-05-19,-,-,Asia
Israel,Beach litter count per km2 of coastline,2018,4473264.2,E,A,2022-05-19,-,-,Asia
Israel,Beach litter count per km2 of coastline,2021,330906.9,E,A,2024-04-30,-,-,Asia
Israel,Beach litter count per km2 of coastline,2022,761092.8,E,A,2024-04-30,-,-,Asia
Italy,Beach litter count per km2 of coastline,2015,511.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2016,494.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2017,474.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2018,462.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2019,413.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2020,311.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2021,273.0,C,A,2024-03-04,-,file,Europe
Italy,Beach litter count per km2 of coastline,2022,303.0,C,A,2024-03-04,-,file,Europe
Jamaica,Beach litter count per km2 of coastline,2016,4508764.8,E,A,2022-05-19,-,-,North America
Jamaica,Beach litter count per km2 of coastline,2017,4294002.2,E,A,2022-05-19,-,-,North America
Jamaica,Beach litter count per km2 of coastline,2018,2404118.3,E,A,2022-05-19,-,-,North America
Jamaica,Beach litter count per km2 of coastline,2021,84736.5,E,A,2024-04-30,-,-,North America
Jamaica,Beach litter count per km2 of coastline,2022,226938.0,E,A,2024-04-30,-,-,North America
Japan,Beach litter count per km2 of coastline,2015,619750.5,E,A,2022-05-19,-,-,Asia
Japan,Beach litter count per km2 of coastline,2016,1959468.8,E,A,2022-05-19,-,-,Asia
Japan,Beach litter count per km2 of coastline,2017,1781297.4,E,A,2022-05-19,-,-,Asia
Japan,Beach litter count per km2 of coastline,2018,468998.2,E,A,2022-05-19,-,-,Asia
Japan,Beach litter count per km2 of coastline,2021,212372.3,E,A,2024-04-30,-,-,Asia
Japan,Beach litter count per km2 of coastline,2022,170673.0,E,A,2024-04-30,-,-,Asia
Jordan,Beach litter count per km2 of coastline,2021,52514.0,E,A,2024-04-30,-,-,Asia
Kazakhstan,Beach litter count per km2 of coastline,2015,11448.5,E,A,2022-05-19,-,-,Asia
Kazakhstan,Beach litter count per km2 of coastline,2021,257931.8,E,A,2024-04-30,-,-,Asia
Kazakhstan,Beach litter count per km2 of coastline,2022,316398.4,E,A,2024-04-30,-,-,Asia
Kenya,Beach litter count per km2 of coastline,2019,39684.0,C,A,2024-03-07,-,-,Africa
Kenya,Beach litter count per km2 of coastline,2020,1226062.8,C,A,2024-03-07,-,-,Africa
Kenya,Beach litter count per km2 of coastline,2021,2626255.3,C,A,2024-03-07,-,-,Africa
Kenya,Beach litter count per km2 of coastline,2022,6934347.3,C,A,2024-03-07,-,-,Africa
Kenya,Beach litter count per km2 of coastline,2023,5941137.2,C,A,2024-03-07,-,-,Africa
Kiribati,Beach litter count per km2 of coastline,2016,2485.5,E,A,2022-05-19,-,-,Oceania
Kuwait,Beach litter count per km2 of coastline,2016,1002.2,E,A,2022-05-19,-,-,Asia
Kuwait,Beach litter count per km2 of coastline,2017,27233.1,E,A,2022-05-19,-,-,Asia
Kuwait,Beach litter count per km2 of coastline,2018,44436.6,E,A,2022-05-19,-,-,Asia
Kuwait,Beach litter count per km2 of coastline,2022,10612.4,E,A,2024-04-30,-,-,Asia
Lebanon,Beach litter count per km2 of coastline,2019,2374285.7,E,A,2022-05-19,-,-,Asia
Lithuania,Beach litter count per km2 of coastline,2017,99.0,C,A,2024-03-04,-,file,Europe
Lithuania,Beach litter count per km2 of coastline,2018,111.0,C,A,2024-03-04,-,file,Europe
Lithuania,Beach litter count per km2 of coastline,2019,84.0,C,A,2024-03-04,-,file,Europe
Lithuania,Beach litter count per km2 of coastline,2020,102.0,C,A,2024-03-04,-,file,Europe
Lithuania,Beach litter count per km2 of coastline,2021,84.0,C,A,2024-03-04,-,file,Europe
Lithuania,Beach litter count per km2 of coastline,2022,77.0,C,A,2024-03-04,-,file,Europe
Luxembourg,Beach litter count per km2 of coastline,2019,476000.0,E,A,2022-05-19,-,-,Europe
Madagascar,Beach litter count per km2 of coastline,2015,5741935.5,E,A,2022-05-19,-,-,Africa
Malawi,Beach litter count per km2 of coastline,2016,334.1,E,A,2022-05-19,-,-,Africa
Malawi,Beach litter count per km2 of coastline,2017,31323912.6,E,A,2022-05-19,-,-,Africa
Malawi,Beach litter count per km2 of coastline,2018,23313061.2,E,A,2022-05-19,-,-,Africa
Malaysia,Beach litter count per km2 of coastline,2016,488504.0,E,A,2022-05-19,-,-,Asia
Malaysia,Beach litter count per km2 of coastline,2017,475827.7,E,A,2022-05-19,-,-,Asia
Malaysia,Beach litter count per km2 of coastline,2018,285621.2,E,A,2022-05-19,-,-,Asia
Malaysia,Beach litter count per km2 of coastline,2021,348330.3,E,A,2024-04-30,-,-,Asia
Malaysia,Beach litter count per km2 of coastline,2022,273440.2,E,A,2024-04-30,-,-,Asia
Maldives,Beach litter count per km2 of coastline,2016,3270.3,E,A,2022-05-19,-,-,Asia
Maldives,Beach litter count per km2 of coastline,2017,735635.5,E,A,2022-05-19,-,-,Asia
Maldives,Beach litter count per km2 of coastline,2018,1263127.4,E,A,2022-05-19,-,-,Asia
Maldives,Beach litter count per km2 of coastline,2021,39355.4,E,A,2024-04-30,-,-,Asia
Maldives,Beach litter count per km2 of coastline,2022,7411.6,E,A,2024-04-30,-,-,Asia
Malta,Beach litter count per km2 of coastline,2015,1205128.2,E,A,2022-05-19,-,-,Europe
Malta,Beach litter count per km2 of coastline,2018,5260.8,E,A,2022-05-19,-,-,Europe
Malta,Beach litter count per km2 of coastline,2021,1764066.7,E,A,2024-04-30,-,-,Europe
Malta,Beach litter count per km2 of coastline,2022,89477.7,E,A,2024-04-30,-,-,Europe
Marshall Islands,Beach litter count per km2 of coastline,2016,13321306.9,E,A,2022-05-19,-,-,Oceania
Marshall Islands,Beach litter count per km2 of coastline,2017,1396071.4,E,A,2022-05-19,-,-,Oceania
Marshall Islands,Beach litter count per km2 of coastline,2022,164159.1,E,A,2024-04-30,-,-,Oceania
Mauritius,Beach litter count per km2 of coastline,2015,1696629.2,E,A,2022-05-19,-,-,Africa
Mauritius,Beach litter count per km2 of coastline,2016,1476693.9,E,A,2022-05-19,-,-,Africa
Mauritius,Beach litter count per km2 of coastline,2017,2440869.9,E,A,2022-05-19,-,-,Africa
Mauritius,Beach litter count per km2 of coastline,2018,1337025.7,E,A,2022-05-19,-,-,Africa
Mauritius,Beach litter count per km2 of coastline,2021,716594.7,E,A,2024-04-30,-,-,Africa
Mauritius,Beach litter count per km2 of coastline,2022,229476.6,E,A,2024-04-30,-,-,Africa
Mexico,Beach litter count per km2 of coastline,2015,195336.3,E,A,2022-05-19,-,-,North America
Mexico,Beach litter count per km2 of coastline,2016,4007696.1,E,A,2022-05-19,-,-,North America
Mexico,Beach litter count per km2 of coastline,2017,783884.7,E,A,2022-05-19,-,-,North America
Mexico,Beach litter count per km2 of coastline,2018,1057973.5,E,A,2022-05-19,-,-,North America
Mexico,Beach litter count per km2 of coastline,2021,200611.7,E,A,2024-04-30,-,-,North America
Mexico,Beach litter count per km2 of coastline,2022,262942.9,E,A,2024-04-30,-,-,North America
Micronesia (Federated States of),Beach litter count per km2 of coastline,2017,847000.0,E,A,2022-05-19,-,-,Oceania
Micronesia (Federated States of),Beach litter count per km2 of coastline,2022,37199.6,E,A,2024-04-30,-,-,Oceania
Montenegro,Beach litter count per km2 of coastline,2019,1314960.6,E,A,2022-05-19,-,-,Europe
Morocco,Beach litter count per km2 of coastline,2015,13884816.8,E,A,2022-05-19,-,-,Africa
Morocco,Beach litter count per km2 of coastline,2016,603883.5,E,A,2022-05-19,-,-,Africa
Morocco,Beach litter count per km2 of coastline,2017,58922.8,E,A,2022-05-19,-,-,Africa
Morocco,Beach litter count per km2 of coastline,2018,724927.5,E,A,2022-05-19,-,-,Africa
Morocco,Beach litter count per km2 of coastline,2019,600489.8,E,A,2022-05-19,-,-,Africa
Mozambique,Beach litter count per km2 of coastline,2016,2018794.6,E,A,2022-05-19,-,-,Africa
Mozambique,Beach litter count per km2 of coastline,2017,637233.6,E,A,2022-05-19,-,-,Africa
Mozambique,Beach litter count per km2 of coastline,2018,611044.6,E,A,2022-05-19,-,-,Africa
Mozambique,Beach litter count per km2 of coastline,2021,230667.6,E,A,2024-04-30,-,-,Africa
Mozambique,Beach litter count per km2 of coastline,2022,984352.9,E,A,2024-04-30,-,-,Africa
Myanmar,Beach litter count per km2 of coastline,2016,638002.8,E,A,2022-05-19,-,-,Asia
Namibia,Beach litter count per km2 of coastline,2016,186410.8,E,A,2022-05-19,-,-,Africa
Namibia,Beach litter count per km2 of coastline,2021,242583.8,E,A,2024-04-30,-,-,Africa
Nepal,Beach litter count per km2 of coastline,2021,103000000.0,E,A,2024-04-30,-,-,Asia
Netherlands,Beach litter count per km2 of coastline,2015,3870848.7,E,A,2022-05-19,-,-,Europe
Netherlands,Beach litter count per km2 of coastline,2016,45603.4,E,A,2022-05-19,-,-,Europe
Netherlands,Beach litter count per km2 of coastline,2017,52216.9,E,A,2022-05-19,-,-,Europe
Netherlands,Beach litter count per km2 of coastline,2018,103847.2,E,A,2022-05-19,-,-,Europe
Netherlands,Beach litter count per km2 of coastline,2019,7550.3,E,A,2022-05-19,-,-,Europe
Netherlands,Beach litter count per km2 of coastline,2021,39336.6,E,A,2024-04-30,-,-,Europe
Netherlands,Beach litter count per km2 of coastline,2022,47956.9,E,A,2024-04-30,-,-,Europe
New Zealand,Beach litter count per km2 of coastline,2016,281448.8,E,A,2022-05-19,-,-,Oceania
New Zealand,Beach litter count per km2 of coastline,2017,24073.0,E,A,2022-05-19,-,-,Oceania
New Zealand,Beach litter count per km2 of coastline,2018,281211.4,E,A,2022-05-19,-,-,Oceania
New Zealand,Beach litter count per km2 of coastline,2021,4841.4,E,A,2024-04-30,-,-,Oceania
New Zealand,Beach litter count per km2 of coastline,2022,69580.7,E,A,2024-04-30,-,-,Oceania
Nicaragua,Beach litter count per km2 of coastline,2016,3262957.6,E,A,2022-05-19,-,-,North America
Nicaragua,Beach litter count per km2 of coastline,2017,1896642.1,E,A,2022-05-19,-,-,North America
Nicaragua,Beach litter count per km2 of coastline,2018,621667.5,E,A,2022-05-19,-,-,North America
Nicaragua,Beach litter count per km2 of coastline,2021,609011.6,E,A,2024-04-30,-,-,North America
Nicaragua,Beach litter count per km2 of coastline,2022,397803.6,E,A,2024-04-30,-,-,North America
Niger,Beach litter count per km2 of coastline,2021,6213.7,E,A,2024-04-30,-,-,Africa
Nigeria,Beach litter count per km2 of coastline,2017,1981343.0,E,A,2022-05-19,-,-,Africa
Nigeria,Beach litter count per km2 of coastline,2018,8166746.2,E,A,2022-05-19,-,-,Africa
Nigeria,Beach litter count per km2 of coastline,2021,49501.0,E,A,2024-04-30,-,-,Africa
Nigeria,Beach litter count per km2 of coastline,2022,120890.8,E,A,2024-04-30,-,-,Africa
Norway,Beach litter count per km2 of coastline,2015,3937.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2016,2484.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2017,2345.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2018,2964.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2019,2730.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2020,1358.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2021,1771.0,C,A,2024-03-04,-,file,Europe
Norway,Beach litter count per km2 of coastline,2022,1784.0,C,A,2024-03-04,-,file,Europe
Oman,Beach litter count per km2 of coastline,2018,2457134.5,E,A,2022-05-19,-,-,Asia
Oman,Beach litter count per km2 of coastline,2022,335134.7,E,A,2024-04-30,-,-,Asia
Pakistan,Beach litter count per km2 of coastline,2017,5538922.2,E,A,2022-05-19,-,-,Asia
Pakistan,Beach litter count per km2 of coastline,2021,32311.4,E,A,2024-04-30,-,-,Asia
Palau,Beach litter count per km2 of coastline,2016,428991.4,E,A,2022-05-19,-,-,Oceania
Palau,Beach litter count per km2 of coastline,2017,509131.5,E,A,2022-05-19,-,-,Oceania
Panama,Beach litter count per km2 of coastline,2016,1446131.9,E,A,2022-05-19,-,-,North America
Panama,Beach litter count per km2 of coastline,2017,636942.8,E,A,2022-05-19,-,-,North America
Panama,Beach litter count per km2 of coastline,2018,5295090.4,E,A,2022-05-19,-,-,North America
Panama,Beach litter count per km2 of coastline,2021,287843.8,E,A,2024-04-30,-,-,North America
Panama,Beach litter count per km2 of coastline,2022,185806.1,E,A,2024-04-30,-,-,North America
Paraguay,Beach litter count per km2 of coastline,2016,1062838.2,E,A,2022-05-19,-,-,South America
Peru,Beach litter count per km2 of coastline,2016,4051824.1,E,A,2022-05-19,-,-,South America
Peru,Beach litter count per km2 of coastline,2017,15390297.2,E,A,2022-05-19,-,-,South America
Peru,Beach litter count per km2 of coastline,2018,4107200.7,E,A,2022-05-19,-,-,South America
Peru,Beach litter count per km2 of coastline,2022,1140.0,C,A,2024-03-04,-,file,South America
Philippines,Beach litter count per km2 of coastline,2016,1023701.7,E,A,2022-05-19,-,-,Asia
Philippines,Beach litter count per km2 of coastline,2017,3174985.3,E,A,2022-05-19,-,-,Asia
Philippines,Beach litter count per km2 of coastline,2018,4227160.6,E,A,2022-05-19,-,-,Asia
Philippines,Beach litter count per km2 of coastline,2021,142265.9,E,A,2024-04-30,-,-,Asia
Philippines,Beach litter count per km2 of coastline,2022,334874.5,E,A,2024-04-30,-,-,Asia
Poland,Beach litter count per km2 of coastline,2016,24966.0,C,A,2024-04-08,-,file,Europe
